id_transaccion,folio,codigo,monto,fecha,es_anomalia,es_alerta_operativa,es_senal_contexto,cluster_anomalia,senales_contexto,nivel_riesgo,score_riesgo,reglas_activadas,mensaje_alerta
637,96993,RENHAB,0.0,2024-06-22,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 637 (folio 96993, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
433,75115,RENHAB,4674.31,2023-10-28,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=4674.31, z=3.10 (umbral ±2.0) para código 'RENHAB'","Alerta tx 433 (folio 75115, cód RENHAB, monto 4674.31): [MONTO_ATIPICO] — monto_atipico: monto_abs=4674.31, z=3.10 (umbral ±2.0) para código 'RENHAB'"
398,9782,PROPTI,24.0,2021-07-30,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'",BAJO,0,,"Alerta tx 398 (folio 9782, cód PROPTI, monto 24.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'"
582,5436,PROPTI,96.0,2021-05-24,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'","Alerta tx 582 (folio 5436, cód PROPTI, monto 96.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=96.00, z=2.41 (umbral ±2.0) para código 'PROPTI'"
164,124302,RESDEP,43260.0,2025-05-18,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=43260.00, z=4.39 (umbral ±2.0) para código 'RESDEP'","Alerta tx 164 (folio 124302, cód RESDEP, monto 43260.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=43260.00, z=4.39 (umbral ±2.0) para código 'RESDEP'"
849,3119,RENHAB,-1858.15,2021-04-17,True,False,False,,"USUARIO_MODIFICACION: creado por 'FJL', modificado por 'IEP'",BAJO,0,,"Alerta tx 849 (folio 3119, cód RENHAB, monto -1858.15): | ctx: USUARIO_MODIFICACION: creado por 'FJL', modificado por 'IEP'"
202,146962,PROPTI,0.0,2026-02-06,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.03 (umbral ±2.0) para código 'PROPTI'","Alerta tx 202 (folio 146962, cód PROPTI, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.03 (umbral ±2.0) para código 'PROPTI'"
828,37708,PROPTI,72.0,2022-08-16,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'",BAJO,0,,"Alerta tx 828 (folio 37708, cód PROPTI, monto 72.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'"
766,90486,PROPTI,116.16,2024-04-20,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'","Alerta tx 766 (folio 90486, cód PROPTI, monto 116.16): [MONTO_ATIPICO] — monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'"
361,51504,PROPTI,79.2,2023-03-08,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MCZ'",MEDIO,25,cancelacion_monto_alto: monto cancelado=79.20,"Alerta tx 361 (folio 51504, cód PROPTI, monto 79.20): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=79.20 — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'MCZ'"
489,19120,RENHAB,4721.33,2022-01-02,True,True,False,MONTO_ATIPICO | CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH' (monto alto)",ALTO,50,"monto_atipico: monto_abs=4721.33, z=3.16 (umbral ±2.0) para código 'RENHAB' | cancelacion_monto_alto: monto cancelado=4721.33","Alerta tx 489 (folio 19120, cód RENHAB, monto 4721.33): [MONTO_ATIPICO | CANCELACION_SOSPECHOSA] — monto_atipico: monto_abs=4721.33, z=3.16 (umbral ±2.0) para código 'RENHAB'; cancelacion_monto_alto: monto cancelado=4721.33 — | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH' (monto alto)"
315,134577,RENHAB,541.92,2025-08-27,True,False,False,,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'RM2'",BAJO,0,,"Alerta tx 315 (folio 134577, cód RENHAB, monto 541.92): | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'RM2'"
939,36085,PROPTI,72.0,2022-07-29,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",BAJO,0,,"Alerta tx 939 (folio 36085, cód PROPTI, monto 72.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
173,135894,PROPTI,116.16,2025-09-19,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'","Alerta tx 173 (folio 135894, cód PROPTI, monto 116.16): [MONTO_ATIPICO] — monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'"
127,91999,PROPTI,87.12,2024-05-04,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'VN2', modificado por 'CEV'",MEDIO,25,cancelacion_monto_alto: monto cancelado=87.12,"Alerta tx 127 (folio 91999, cód PROPTI, monto 87.12): [CANCELACION_SOSPECHOSA] — cancelacion_monto_alto: monto cancelado=87.12 — | ctx: USUARIO_MODIFICACION: creado por 'VN2', modificado por 'CEV'"
518,74200,PROPTI,-39.6,2023-10-17,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'",BAJO,0,,"Alerta tx 518 (folio 74200, cód PROPTI, monto -39.60): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'"
443,123427,RENHAB,1935.19,2025-05-08,True,False,False,,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'MBJ'",BAJO,0,,"Alerta tx 443 (folio 123427, cód RENHAB, monto 1935.19): | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'MBJ'"
841,17276,RENHAB,2065.75,2021-12-06,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'LBB'",BAJO,0,,"Alerta tx 841 (folio 17276, cód RENHAB, monto 2065.75): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'LBB'"
403,71731,RENHAB,0.0,2023-09-16,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 403 (folio 71731, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
751,37725,RENHAB,1464.0,2022-08-17,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'",BAJO,0,,"Alerta tx 751 (folio 37725, cód RENHAB, monto 1464.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'"
110,16318,AJCUPN,2077.91,2021-11-23,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2021-11-23, check-out=2021-11-21","Alerta tx 110 (folio 16318, cód AJCUPN, monto 2077.91): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2021-11-23, check-out=2021-11-21"
607,77197,RENHAB,-2377.2,2023-11-23,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CMG'",BAJO,0,,"Alerta tx 607 (folio 77197, cód RENHAB, monto -2377.20): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CMG'"
319,114583,RENHAB,0.0,2025-01-31,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 319 (folio 114583, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
559,5204,PROPTI,48.0,2021-05-21,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'",BAJO,0,,"Alerta tx 559 (folio 5204, cód PROPTI, monto 48.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'"
709,66080,PROPTI,26.4,2023-07-23,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'AB9'",BAJO,0,,"Alerta tx 709 (folio 66080, cód PROPTI, monto 26.40): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'AB9'"
913,96811,EFE,1696.0,2024-06-17,True,False,True,CONTEXTO_RESERVACION,"USUARIO_MODIFICACION: creado por 'OLN', modificado por 'CEV'",MEDIO,20,"noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 913 (folio 96811, cód EFE, monto 1696.00): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reserva=3.0 — | ctx: USUARIO_MODIFICACION: creado por 'OLN', modificado por 'CEV'"
497,135154,EFE,285.0,2025-09-05,True,False,True,CONTEXTO_RESERVACION,,MEDIO,20,"noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 497 (folio 135154, cód EFE, monto 285.00): [CONTEXTO_RESERVACION] — noches_inconsistentes: cargo=0, reserva=3.0"
811,29474,PEREXT,-955.0,2022-05-17,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'",BAJO,0,,"Alerta tx 811 (folio 29474, cód PEREXT, monto -955.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'EGT'"
499,15574,RENHAB,1586.25,2021-11-10,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'",BAJO,0,,"Alerta tx 499 (folio 15574, cód RENHAB, monto 1586.25): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'RFR'"
21,88336,CANXFA,6998.17,2024-03-30,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2024-03-30, check-out=2024-03-27 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 21 (folio 88336, cód CANXFA, monto 6998.17): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2024-03-30, check-out=2024-03-27; noches_inconsistentes: cargo=0, reserva=3.0"
55,71301,DEPHAB,35600.0,2023-09-06,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=35600.00, z=4.67 (umbral ±2.0) para código 'DEPHAB'","Alerta tx 55 (folio 71301, cód DEPHAB, monto 35600.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=35600.00, z=4.67 (umbral ±2.0) para código 'DEPHAB'"
658,83012,PROPTI,-52.8,2024-02-04,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CMG'",BAJO,0,,"Alerta tx 658 (folio 83012, cód PROPTI, monto -52.80): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CMG'"
600,17273,PROPTI,-48.0,2021-12-07,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'",BAJO,0,,"Alerta tx 600 (folio 17273, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'LBB'"
122,43165,EFE,12490.0,2022-11-14,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=12490.00, z=2.15 (umbral ±2.0) para código 'EFE'","Alerta tx 122 (folio 43165, cód EFE, monto 12490.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=12490.00, z=2.15 (umbral ±2.0) para código 'EFE'"
830,7825,RENHAB,-2303.94,2021-07-02,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'RFR'",BAJO,0,,"Alerta tx 830 (folio 7825, cód RENHAB, monto -2303.94): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'RFR'"
853,18073,RENHAB,1444.2,2021-12-18,True,False,False,,"USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH'",BAJO,0,,"Alerta tx 853 (folio 18073, cód RENHAB, monto 1444.20): | ctx: USUARIO_MODIFICACION: creado por 'ALM', modificado por 'AGH'"
553,78144,RENHAB,1897.2,2023-12-07,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'",MEDIO,25,folio_alto_ratio_cancelaciones: 100% de movimientos cancelados,"Alerta tx 553 (folio 78144, cód RENHAB, monto 1897.20): [CANCELACION_SOSPECHOSA] — folio_alto_ratio_cancelaciones: 100% de movimientos cancelados — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'"
820,131782,PROPTI,-29.04,2025-08-02,True,False,False,,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV'",BAJO,0,,"Alerta tx 820 (folio 131782, cód PROPTI, monto -29.04): | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV'"
503,352,CXC,2922.84,2021-03-07,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'KJG', modificado por 'FJL' (monto alto)",MEDIO,25,folio_alto_ratio_cancelaciones: 75% de movimientos cancelados,"Alerta tx 503 (folio 352, cód CXC, monto 2922.84): [CANCELACION_SOSPECHOSA] — folio_alto_ratio_cancelaciones: 75% de movimientos cancelados — | ctx: USUARIO_MODIFICACION: creado por 'KJG', modificado por 'FJL' (monto alto)"
1170,9825,PROPTI,48.0,2021-08-01,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'",BAJO,0,,"Alerta tx 1170 (folio 9825, cód PROPTI, monto 48.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'"
157,121497,RESDEP,25000.0,2025-04-21,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=25000.00, z=2.20 (umbral ±2.0) para código 'RESDEP'","Alerta tx 157 (folio 121497, cód RESDEP, monto 25000.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=25000.00, z=2.20 (umbral ±2.0) para código 'RESDEP'"
360,118864,CANXFA,7955.28,2025-03-20,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2025-03-20, check-out=2025-03-17","Alerta tx 360 (folio 118864, cód CANXFA, monto 7955.28): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2025-03-20, check-out=2025-03-17"
465,3246,RENHAB,1478.4,2021-04-19,True,False,False,,"USUARIO_MODIFICACION: creado por 'FJL', modificado por 'RFR'",BAJO,0,,"Alerta tx 465 (folio 3246, cód RENHAB, monto 1478.40): | ctx: USUARIO_MODIFICACION: creado por 'FJL', modificado por 'RFR'"
850,66603,RENHAB,0.0,2023-07-28,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 850 (folio 66603, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
28,30764,RENCOM,3148.0,2022-06-06,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=3148.00, z=2.06 (umbral ±2.0) para código 'RENCOM'","Alerta tx 28 (folio 30764, cód RENCOM, monto 3148.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=3148.00, z=2.06 (umbral ±2.0) para código 'RENCOM'"
673,9695,PROPTI,-48.0,2021-07-30,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'",BAJO,0,,"Alerta tx 673 (folio 9695, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'KJG'"
70,77362,CANXFA,4418.23,2023-11-25,True,True,False,FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION,,ALTO,55,"cargo_despues_checkout: fecha_cargo=2023-11-25, check-out=2023-11-23 | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 70 (folio 77362, cód CANXFA, monto 4418.23): [FUERA_DE_ESTANCIA | CONTEXTO_RESERVACION] — cargo_despues_checkout: fecha_cargo=2023-11-25, check-out=2023-11-23; noches_inconsistentes: cargo=0, reserva=3.0"
112,110894,CANXFA,4575.0,2024-12-17,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2024-12-17, check-out=2024-12-08","Alerta tx 112 (folio 110894, cód CANXFA, monto 4575.00): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2024-12-17, check-out=2024-12-08"
324,4952,PROPTI,12.0,2021-05-16,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'",BAJO,0,,"Alerta tx 324 (folio 4952, cód PROPTI, monto 12.00): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'"
654,22180,PROPTI,-48.0,2022-02-14,True,False,False,,"USUARIO_MODIFICACION: creado por 'AGH', modificado por 'EGT'",BAJO,0,,"Alerta tx 654 (folio 22180, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'AGH', modificado por 'EGT'"
718,132081,RENHAB,-2594.61,2025-08-05,True,False,False,,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'MYD' (monto alto)",BAJO,0,,"Alerta tx 718 (folio 132081, cód RENHAB, monto -2594.61): | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'MYD' (monto alto)"
1231,4807,TARDEB,20176.0,2021-05-13,True,True,False,MONTO_ATIPICO | CONTEXTO_RESERVACION,"USUARIO_MODIFICACION: creado por 'KJG', modificado por 'JML' (monto alto)",MEDIO,45,"monto_atipico: monto_abs=20176.00, z=2.22 (umbral ±2.0) para código 'TARDEB' | noches_inconsistentes: cargo=0, reserva=3.0","Alerta tx 1231 (folio 4807, cód TARDEB, monto 20176.00): [MONTO_ATIPICO | CONTEXTO_RESERVACION] — monto_atipico: monto_abs=20176.00, z=2.22 (umbral ±2.0) para código 'TARDEB'; noches_inconsistentes: cargo=0, reserva=3.0 — | ctx: USUARIO_MODIFICACION: creado por 'KJG', modificado por 'JML' (monto alto)"
529,86618,PROPTI,116.16,2024-03-17,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'","Alerta tx 529 (folio 86618, cód PROPTI, monto 116.16): [MONTO_ATIPICO] — monto_atipico: monto_abs=116.16, z=3.34 (umbral ±2.0) para código 'PROPTI'"
1036,5639,RENHAB,3850.91,2021-05-28,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=3850.91, z=2.09 (umbral ±2.0) para código 'RENHAB'","Alerta tx 1036 (folio 5639, cód RENHAB, monto 3850.91): [MONTO_ATIPICO] — monto_atipico: monto_abs=3850.91, z=2.09 (umbral ±2.0) para código 'RENHAB'"
65,145429,DEPHAB,23117.0,2026-01-16,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=23117.00, z=2.71 (umbral ±2.0) para código 'DEPHAB'","Alerta tx 65 (folio 145429, cód DEPHAB, monto 23117.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=23117.00, z=2.71 (umbral ±2.0) para código 'DEPHAB'"
407,44330,PROPTI,-48.0,2022-12-01,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'",BAJO,0,,"Alerta tx 407 (folio 44330, cód PROPTI, monto -48.00): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'NGA'"
516,128695,MENEXT,165.0,2025-06-29,True,False,False,,"USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV'",BAJO,0,,"Alerta tx 516 (folio 128695, cód MENEXT, monto 165.00): | ctx: USUARIO_MODIFICACION: creado por 'DOB', modificado por 'CEV'"
924,70094,RENHAB,-1915.3,2023-08-19,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CMG'",BAJO,0,,"Alerta tx 924 (folio 70094, cód RENHAB, monto -1915.30): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CMG'"
75,113923,CANXFA,2270.29,2025-01-21,True,True,False,FUERA_DE_ESTANCIA,,MEDIO,35,"cargo_despues_checkout: fecha_cargo=2025-01-21, check-out=2025-01-19","Alerta tx 75 (folio 113923, cód CANXFA, monto 2270.29): [FUERA_DE_ESTANCIA] — cargo_despues_checkout: fecha_cargo=2025-01-21, check-out=2025-01-19"
56,71194,EFE,1586.25,2023-09-04,True,True,False,CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'RM2', modificado por 'RFR'",MEDIO,25,cancelacion_con_reposteo: mismo folio/código/monto tiene versión cancelada y activa el mismo día,"Alerta tx 56 (folio 71194, cód EFE, monto 1586.25): [CANCELACION_SOSPECHOSA] — cancelacion_con_reposteo: mismo folio/código/monto tiene versión cancelada y activa el mismo día — | ctx: USUARIO_MODIFICACION: creado por 'RM2', modificado por 'RFR'"
309,113928,RENHAB,0.0,2025-01-27,True,True,False,MONTO_ATIPICO,,MEDIO,25,"monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'","Alerta tx 309 (folio 113928, cód RENHAB, monto 0.00): [MONTO_ATIPICO] — monto_atipico: monto_abs=0.00, z=-2.63 (umbral ±2.0) para código 'RENHAB'"
1251,1110,PROPTI,12.0,2021-03-18,True,False,False,,"USUARIO_MODIFICACION: creado por 'FJL', modificado por 'NCR'",BAJO,0,,"Alerta tx 1251 (folio 1110, cód PROPTI, monto 12.00): | ctx: USUARIO_MODIFICACION: creado por 'FJL', modificado por 'NCR'"
560,54289,RENHAB,3916.8,2023-04-05,True,True,False,MONTO_ATIPICO | CANCELACION_SOSPECHOSA,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RFR' (monto alto)",ALTO,50,"monto_atipico: monto_abs=3916.80, z=2.17 (umbral ±2.0) para código 'RENHAB' | cancelacion_monto_alto: monto cancelado=3916.80","Alerta tx 560 (folio 54289, cód RENHAB, monto 3916.80): [MONTO_ATIPICO | CANCELACION_SOSPECHOSA] — monto_atipico: monto_abs=3916.80, z=2.17 (umbral ±2.0) para código 'RENHAB'; cancelacion_monto_alto: monto cancelado=3916.80 — | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'RFR' (monto alto)"
1696,4419,RENHAB,1527.69,2021-05-07,True,False,False,,"USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'",BAJO,0,,"Alerta tx 1696 (folio 4419, cód RENHAB, monto 1527.69): | ctx: USUARIO_MODIFICACION: creado por 'MCC', modificado por 'JML'"
580,133420,RENHAB,2498.16,2025-08-16,True,False,False,,"USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'",BAJO,0,,"Alerta tx 580 (folio 133420, cód RENHAB, monto 2498.16): | ctx: USUARIO_MODIFICACION: creado por 'EGT', modificado por 'CEV'"
